,secs_stamp,text,max_sentiment,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
607,2817,that it's imperceptible.,Neutral,0,0,0,0,0,0,0,0
608,2819,No.,Neutral,0,0,0,0,0,0,0,0
609,2821,I'm sure I'm invisible.,Neutral,0,0,0,0,0,0,0,0
610,2822,"Hi, Drax.",Neutral,0,0,0,0,0,0,0,0
611,2826,Damn it.,anger,1,0,1,0,0,0,0,0
612,2847,This place looks deserted.,anger,1,0,1,1,0,1,0,0
613,2849,I'm reading movement in the third quadrant.,Neutral,0,0,0,0,0,0,0,0
614,2852,"Yep, I'm picking that up too.",Neutral,0,0,0,0,0,0,0,0
615,2855,Let's put down right here.,Neutral,0,0,0,0,0,0,0,0
616,2868,I don't have it.,Neutral,0,0,0,0,0,0,0,0
617,2872,Everyone in the galaxy knows you'd sell your own brother...,trust,0,0,0,0,0,0,0,1
618,2876,if you thought it would add even the slightest trinket to your pathetic collection.,disgust,0,0,1,0,0,1,0,0
619,2887,"I know you have the Reality Stone, Tivan.",anger,1,0,0,0,0,0,0,0
620,2890,Giving it to me will spare you a great deal of suffering.,anticipation,0,1,0,0,1,0,1,1
621,2897,I told you.,Neutral,0,0,0,0,0,0,0,0
622,2900,I sold it.,Neutral,0,0,0,0,0,0,0,0
623,2903,Why would I lie?,anger,1,0,1,0,0,1,0,0
624,2906,I imagine it's like breathing for you.,Neutral,0,0,0,0,0,0,0,0
625,2909,Like suicide.,anger,1,0,0,1,0,1,0,0
626,2910,You do understand.,Neutral,0,0,0,0,0,0,0,0
627,2913,Not even you would surrender something so precious.,anticipation,0,1,0,1,1,1,1,0
628,2916,I didn't know what it was.,Neutral,0,0,0,0,0,0,0,0
629,2918,Then you're more of a fool than I took you for.,disgust,0,0,1,0,0,0,0,0
630,2921,It's him.,Neutral,0,0,0,0,0,0,0,0
631,2922,"Last chance, charlatan.",surprise,0,0,0,0,0,0,1,0
632,2925,Where's the stone?,anger,1,0,0,0,0,0,0,0
633,2927,Today...,Neutral,0,0,0,0,0,0,0,0
634,2929,Drax. Drax.,Neutral,0,0,0,0,0,0,0,0
635,2930,...he pays for the deaths of my wife and daughter.,joy,0,1,0,0,2,0,0,1
636,2932,"Drax, wait.",anticipation,0,1,0,0,0,0,0,0
637,2934,"Not yet, not yet, not yet.",Neutral,0,0,0,0,0,0,0,0
638,2936,Drax.,Neutral,0,0,0,0,0,0,0,0
639,2941,"Drax, Drax, Drax. Listen to me.",Neutral,0,0,0,0,0,0,0,0
640,2943,He doesn't have the stone yet.,anger,1,0,0,0,0,0,0,0
641,2946,"If we get it, then we can stop him.",Neutral,0,0,0,0,0,0,0,0
642,2948,We have to get the stone first. Yeah.,anger,1,0,0,0,0,0,0,0
643,2952,No.,Neutral,0,0,0,0,0,0,0,0
644,2953,"No. For Ovette, for Camaria.",Neutral,0,0,0,0,0,0,0,0
645,2956,Sleep.,Neutral,0,0,0,0,0,0,0,0
646,2970,Okay.,Neutral,0,0,0,0,0,0,0,0
647,2971,"Gamora, Mantis, you go right.",Neutral,0,0,0,0,0,0,0,0
648,2976,The other right.,Neutral,0,0,0,0,0,0,0,0
649,3002,Why?,Neutral,0,0,0,0,0,0,0,0
650,3014,"Why you, daughter?",joy,0,0,0,0,1,0,0,0
651,3036,That was quick.,Neutral,0,0,0,0,0,0,0,0
652,3043,Magnificent! Magnificent! Magnificent!,anticipation,0,3,0,0,3,0,3,3
653,3050,"Is that sadness I sense in you, daughter?",joy,0,0,0,0,1,1,0,1
654,3056,"In my heart, I knew you still cared.",Neutral,0,0,0,0,0,0,0,0
655,3066,But one never knows for sure.,Neutral,0,0,0,0,0,0,0,0
656,3078,Reality is often disappointing.,anger,1,0,1,0,0,1,0,0
657,3084,"That is, it was.",Neutral,0,0,0,0,0,0,0,0
658,3089,Now...,Neutral,0,0,0,0,0,0,0,0
659,3092,reality can be whatever I want.,Neutral,0,0,0,0,0,0,0,0
660,3096,You knew I'd come.,Neutral,0,0,0,0,0,0,0,0
661,3098,I counted on it.,trust,0,0,0,0,0,0,0,1
662,3100,"There's something we need to discuss, little one.",Neutral,0,0,0,0,0,0,0,0
663,3108,Thanos!,Neutral,0,0,0,0,0,0,0,0
664,3117,No!,Neutral,0,0,0,0,0,0,0,0
665,3123,"Let her go, Grimace.",Neutral,0,0,0,0,0,0,0,0
666,3125,Peter.,Neutral,0,0,0,0,0,0,0,0
667,3127,I told you to go right.,Neutral,0,0,0,0,0,0,0,0
668,3129,Now? Really?,Neutral,0,0,0,0,0,0,0,0
669,3131,You let her go!,Neutral,0,0,0,0,0,0,0,0
670,3133,The boyfriend.,Neutral,0,0,0,0,0,0,0,0
671,3134,No.,Neutral,0,0,0,0,0,0,0,0
672,3136,"Like to think of myself more as a Titan-killing, long-term booty call.",Neutral,0,0,0,0,0,0,0,0
673,3139,- Let her go. - Peter.,Neutral,0,0,0,0,0,0,0,0
674,3142,I'm gonna blow that nutsack of a chin right off your face.,Neutral,0,0,0,0,0,0,0,0
675,3147,Not him.,Neutral,0,0,0,0,0,0,0,0
676,3159,You promised. You promised.,joy,0,0,0,0,2,0,0,2
677,3167,"Oh, daughter.",joy,0,0,0,0,1,0,0,0
678,3168,You expect too much from him.,anticipation,0,1,0,0,0,0,1,1
679,3175,"She's asked, hasn't she?",Neutral,0,0,0,0,0,0,0,0
680,3180,Do it.,Neutral,0,0,0,0,0,0,0,0
681,3187,Do it!,Neutral,0,0,0,0,0,0,0,0
682,3196,I told you to go right.,Neutral,0,0,0,0,0,0,0,0
683,3199,I love you more than anything.,joy,0,0,0,0,1,0,0,0
684,3205,I love you too.,joy,0,0,0,0,1,0,0,0
