,secs_stamp,text,max_sentiment,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
633,2247,"""Children."" (CHUCKLES) I lost the word, there.",surprise,1,1,1,1,1,1,2,2
634,2250,Children,Neutral,0,0,0,0,0,0,0,0
635,2252,"designed to supplant them,",Neutral,0,0,0,0,0,0,0,0
636,2254,to help them end.,Neutral,0,0,0,0,0,0,0,0
637,2258,"Is that why you have come,",Neutral,0,0,0,0,0,0,0,0
638,2260,to end the Avengers?,Neutral,0,0,0,0,0,0,0,0
639,2261,I have come to save the world.,joy,0,0,0,0,1,0,0,1
640,2264,But also... Yeah.,Neutral,0,0,0,0,0,0,0,0
641,2271,We will move out right away.,Neutral,0,0,0,0,0,0,0,0
642,2273,"This is a start, but there's something",anticipation,0,1,0,0,0,0,0,0
643,2275,we need to begin the real work.,trust,0,0,0,0,0,0,0,1
644,2277,- All of these are... - ULTRON: Me.,Neutral,0,0,0,0,0,0,0,0
645,2279,I have what the Avengers never will. Harmony.,joy,0,0,0,0,1,0,0,1
646,2282,They're discordant. Disconnected.,sadness,0,0,0,0,0,1,0,0
647,2285,Stark's already got them turning on each other.,Neutral,0,0,0,0,0,0,0,0
648,2287,And when you get inside the rest of their heads...,Neutral,0,0,0,0,0,0,0,0
649,2289,Everyone's plan is not to kill them.,anticipation,0,1,0,1,0,1,0,0
650,2292,And make them martyrs?,fear,0,0,0,1,0,1,0,0
651,2294,You need patience.,anticipation,0,1,0,0,0,0,0,1
652,2295,Need to see the big picture.,Neutral,0,0,0,0,0,0,0,0
653,2297,I don't see the big picture. I have a little picture.,Neutral,0,0,0,0,0,0,0,0
654,2302,"I take it out and look at it,",Neutral,0,0,0,0,0,0,0,0
655,2304,every day.,Neutral,0,0,0,0,0,0,0,0
656,2305,You lost your parents in the bombings. I have seen the records.,anger,2,0,1,2,0,2,2,0
657,2308,The records are not the picture.,Neutral,0,0,0,0,0,0,0,0
658,2310,"- Pietro. - No, please.",Neutral,0,0,0,0,0,0,0,0
659,2315,"We were 10 years old. Having dinner, the four of us.",Neutral,0,0,0,0,0,0,0,0
660,2320,"When the first shell hits, two floors below,",anger,2,0,0,1,0,1,1,0
661,2322,it makes a hole in the floor.,Neutral,0,0,0,0,0,0,0,0
662,2324,It's big.,Neutral,0,0,0,0,0,0,0,0
663,2327,Our parents go in,Neutral,0,0,0,0,0,0,0,0
664,2329,and the whole building starts coming apart.,anticipation,0,1,0,0,0,0,0,0
665,2333,"I grab her,",anger,1,0,0,0,0,0,0,0
666,2335,"roll under the bed, and the second shell hits.",anger,2,0,0,1,0,1,1,0
667,2337,But it doesn't go off.,Neutral,0,0,0,0,0,0,0,0
668,2341,It just,Neutral,0,0,0,0,0,0,0,0
669,2344,sits there in the rubble.,fear,0,0,0,1,0,1,0,0
670,2347,Three feet from our faces.,Neutral,0,0,0,0,0,0,0,0
671,2350,And on the side of the shell...,anger,1,0,0,1,0,1,1,0
