,secs_stamp,text,max_sentiment,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
1297,6282,I always told you...,Neutral,0,0,0,0,0,0,0,0
1298,6284,you'll be ready,anticipation,0,1,0,0,0,0,0,0
1299,6286,the day you can knock me down as yourself.,Neutral,0,0,0,0,0,0,0,0
1300,6288,This is that moment.,Neutral,0,0,0,0,0,0,0,0
1301,6290,"This is that moment, Vers!",Neutral,0,0,0,0,0,0,0,0
1302,6292,Turn off the light show...,trust,0,0,0,0,0,0,0,1
1303,6294,and prove to me you can beat me without...,Neutral,0,0,0,0,0,0,0,0
1304,6313,I have nothing to prove to you.,Neutral,0,0,0,0,0,0,0,0
1305,6330,Destination: Hala.,anticipation,0,1,0,1,1,1,1,0
1306,6333,I can't go back empty-handed.,Neutral,0,0,0,0,0,0,0,0
1307,6334,You won't be empty-handed.,anticipation,0,1,0,0,0,0,0,0
1308,6336,I'm sending you with a message.,Neutral,0,0,0,0,0,0,0,0
1309,6339,Tell the Supreme Intelligence that I'm coming to end it.,fear,0,0,0,1,1,0,0,1
1310,6342,The war. The lies. All of it.,anger,1,0,1,1,0,1,0,0
1311,6347,You can't do this.,Neutral,0,0,0,0,0,0,0,0
1312,6367,"That was a close call, huh, Goosey? Huh?",Neutral,0,0,0,0,0,0,0,0
1313,6372,Those bad guys still in there somewhere?,anger,1,0,1,1,0,1,0,0
1314,6373,Ow!,Neutral,0,0,0,0,0,0,0,0
1315,6374,Mother Flerken!,anticipation,0,1,0,0,1,1,0,1
1316,6376,- You okay? - Yeah.,Neutral,0,0,0,0,0,0,0,0
1317,6377,It's just a scratch.,Neutral,0,0,0,0,0,0,0,0
1318,6379,No.,Neutral,0,0,0,0,0,0,0,0
1319,6388,I can't believe,Neutral,0,0,0,0,0,0,0,0
1320,6390,you got in the raddest dogfight ever...,Neutral,0,0,0,0,0,0,0,0
1321,6392,and I missed it.,Neutral,0,0,0,0,0,0,0,0
1322,6393,I'd say you arrived just in time.,anticipation,0,2,0,0,0,0,0,0
1323,6395,Some nifty flying you did out there.,Neutral,0,0,0,0,0,0,0,0
1324,6397,S.H.I.E.L.D. could always use a good pilot like you.,trust,0,1,0,0,1,0,1,2
1325,6399,I'll consider it...,anger,1,0,1,1,0,1,0,0
1326,6401,"as long as you never call my flying ""nifty"" again.",anticipation,0,1,0,0,0,0,0,0
1327,6404,How's your eye?,Neutral,0,0,0,0,0,0,0,0
1328,6406,Hmm. Getting better every second.,Neutral,0,0,0,0,0,0,0,0
1329,6408,Just so I'm clear...,Neutral,0,0,0,0,0,0,0,0
1330,6409,<i>you were Soh-Larr...</i>,Neutral,0,0,0,0,0,0,0,0
1331,6411,- and the S.H.I.E.L.D. agent? - Keller.,Neutral,0,0,0,0,0,0,0,0
1332,6413,"He tied my boss up, stole his identity.",anger,1,0,0,1,0,1,0,0
1333,6416,I borrowed his likeness. I'm no thief.,anger,1,0,1,1,0,1,1,0
1334,6419,It is a little like stealing.,anger,1,0,0,1,0,1,0,0
1335,6420,Whose side are you on here?,Neutral,0,0,0,0,0,0,0,0
1336,6422,You're good to go here until you recover...,anticipation,0,1,0,0,1,0,1,1
1337,6424,but you and your family are gonna need a new look.,Neutral,0,0,0,0,0,0,0,0
1338,6427,I could go back to being your boss.,Neutral,0,0,0,0,0,0,0,0
1339,6429,"Uh, please don't.",Neutral,0,0,0,0,0,0,0,0
1340,6430,Come on. I loved sporting his beautiful blue eyes.,joy,0,0,0,0,2,1,0,0
1341,6433,No way. You guys have the best eyes.,Neutral,0,0,0,0,0,0,0,0
1342,6435,Don't ever change your eyes.,fear,0,0,0,1,0,0,0,0
1343,6437,She has beautiful eyes. That's very sweet of you.,joy,0,1,0,0,2,0,1,1
1344,6439,I was trying not to panic...,fear,0,0,0,1,0,0,0,0
1345,6441,I'll help you find a home.,anger,1,0,1,1,0,1,0,0
1346,6443,Finish what Mar-Veil started.,anticipation,0,1,0,0,0,0,0,0
1347,6446,They can stay here with us.,Neutral,0,0,0,0,0,0,0,0
1348,6449,"Can't they, Mom?",Neutral,0,0,0,0,0,0,0,0
1349,6450,"They won't be safe here, baby.",joy,0,1,0,0,2,0,0,1
1350,6453,Auntie Carol's right.,joy,0,0,0,0,1,0,0,1
1351,6455,They need their own home.,Neutral,0,0,0,0,0,0,0,0
1352,6457,I'll be back before you know it.,anger,1,0,1,1,0,1,0,0
1353,6459,Or maybe I could fly up and meet you halfway?,Neutral,0,0,0,0,0,0,0,0
1354,6463,"Ah, only if you learn to glow like your Auntie Carol.",joy,0,1,0,0,2,0,0,2
